temperature,date
14.68,2025-01-04 19:34:12.416879+00:00
14.64,2025-01-04 19:41:55.657372+00:00
14.6,2025-01-04 19:50:49.337001+00:00
14.54,2025-01-04 19:57:42.684319+00:00
14.44,2025-01-04 20:11:18.176355+00:00
14.36,2025-01-04 20:25:13.814004+00:00
14.3,2025-01-04 20:41:50.511644+00:00
14.29,2025-01-04 20:47:12.809819+00:00
14.27,2025-01-04 20:51:35.217798+00:00
14.19,2025-01-04 21:04:10.345829+00:00
14.13,2025-01-04 21:14:24.594575+00:00
14.05,2025-01-04 21:25:59.339917+00:00
14.04,2025-01-04 21:41:45.756130+00:00
13.99,2025-01-04 21:47:08.136964+00:00
13.94,2025-01-04 22:00:34.073790+00:00
13.84,2025-01-04 22:19:31.731719+00:00
13.81,2025-01-04 22:34:58.013946+00:00
13.77,2025-01-04 22:40:30.416268+00:00
13.72,2025-01-04 22:42:52.042215+00:00
13.68,2025-01-04 22:54:06.754052+00:00
13.64,2025-01-04 23:15:55.582272+00:00
13.6,2025-01-04 23:30:01.383175+00:00
13.54,2025-01-04 23:33:22.974637+00:00
13.47,2025-01-04 23:51:51.149602+00:00
13.43,2025-01-05 00:00:54.948306+00:00
13.45,2025-01-05 00:03:46.362432+00:00
unavailable,2025-01-05 00:03:53.506698+00:00
13.45,2025-01-05 00:04:41.298343+00:00
13.42,2025-01-05 00:07:28.150491+00:00
13.39,2025-01-05 00:14:11.325697+00:00
13.4,2025-01-05 00:14:41.829556+00:00
13.39,2025-01-05 00:19:34.583738+00:00
13.33,2025-01-05 00:22:15.898098+00:00
13.37,2025-01-05 00:28:18.551187+00:00
13.32,2025-01-05 00:37:22.844316+00:00
13.29,2025-01-05 00:47:47.209775+00:00
13.3,2025-01-05 00:50:08.419339+00:00
13.26,2025-01-05 00:51:49.358244+00:00
13.22,2025-01-05 01:04:24.638088+00:00
13.25,2025-01-05 01:05:25.288265+00:00
13.22,2025-01-05 01:08:26.745150+00:00
13.19,2025-01-05 01:10:37.898099+00:00
13.25,2025-01-05 01:17:51.032981+00:00
13.18,2025-01-05 01:25:44.430061+00:00
13.12,2025-01-05 01:32:17.763417+00:00
13.06,2025-01-05 02:05:51.313870+00:00
13.05,2025-01-05 02:23:58.812030+00:00
13.08,2025-01-05 02:25:59.872140+00:00
13.03,2025-01-05 02:45:58.574358+00:00
13.01,2025-01-05 02:56:33.051411+00:00
12.95,2025-01-05 03:24:44.579547+00:00
12.91,2025-01-05 03:37:20.279067+00:00
12.92,2025-01-05 03:49:45.518806+00:00
12.91,2025-01-05 04:08:13.115946+00:00
12.95,2025-01-05 04:18:17.398697+00:00
12.97,2025-01-05 05:03:56.538815+00:00
12.92,2025-01-05 05:12:20.137655+00:00
12.91,2025-01-05 06:04:51.839524+00:00
12.98,2025-01-05 06:56:53.347587+00:00
12.95,2025-01-05 07:56:48.130606+00:00
13.49,2025-01-05 08:44:58.128912+00:00
13.72,2025-01-05 08:52:11.289434+00:00
14.02,2025-01-05 08:58:44.557389+00:00
14.52,2025-01-05 09:09:49.165753+00:00
14.75,2025-01-05 09:16:11.904144+00:00
15.26,2025-01-05 09:25:45.835214+00:00
15.78,2025-01-05 09:37:10.453942+00:00
16.31,2025-01-05 09:44:53.609102+00:00
16.62,2025-01-05 09:52:26.712683+00:00
16.82,2025-01-05 09:54:58.372192+00:00
17.34,2025-01-05 10:05:12.398444+00:00
17.86,2025-01-05 10:16:36.825242+00:00
18.38,2025-01-05 10:30:11.906927+00:00
18.89,2025-01-05 10:46:48.015616+00:00
18.9,2025-01-05 10:48:18.796216+00:00
18.97,2025-01-05 11:02:44.521491+00:00
18.68,2025-01-05 11:34:15.698404+00:00
18.55,2025-01-05 11:40:38.174019+00:00
18.44,2025-01-05 11:44:50.387092+00:00
18.41,2025-01-05 11:51:12.918133+00:00
17.9,2025-01-05 12:18:22.799548+00:00
17.68,2025-01-05 12:32:28.107011+00:00
17.71,2025-01-05 12:32:48.490440+00:00
17.6,2025-01-05 12:35:59.947271+00:00
17.3,2025-01-05 12:58:08.792315+00:00
17.01,2025-01-05 13:22:27.889490+00:00
16.81,2025-01-05 13:32:11.728228+00:00
16.59,2025-01-05 13:51:59.678824+00:00
16.26,2025-01-05 14:27:22.979135+00:00
16.24,2025-01-05 14:29:13.916415+00:00
16.09,2025-01-05 14:48:21.702667+00:00
16.05,2025-01-05 14:55:24.571599+00:00
15.91,2025-01-05 15:11:20.725402+00:00
15.88,2025-01-05 15:20:14.309532+00:00
15.79,2025-01-05 15:28:57.810458+00:00
15.75,2025-01-05 15:38:22.020730+00:00
15.61,2025-01-05 16:06:42.921702+00:00
15.55,2025-01-05 16:18:17.517222+00:00
15.53,2025-01-05 16:26:51.012368+00:00
15.36,2025-01-05 17:03:35.615247+00:00
15.33,2025-01-05 17:21:32.592705+00:00
15.34,2025-01-05 17:26:45.294603+00:00
15.3,2025-01-05 17:50:14.399265+00:00
15.32,2025-01-05 18:09:01.830630+00:00
15.57,2025-01-05 18:18:45.750484+00:00
15.6,2025-01-05 18:20:46.817950+00:00
16.1,2025-01-05 18:32:52.030992+00:00
16.67,2025-01-05 18:42:56.070792+00:00
17.19,2025-01-05 18:52:19.777774+00:00
17.69,2025-01-05 19:00:53.167230+00:00
18.22,2025-01-05 19:10:16.794782+00:00
18.44,2025-01-05 19:15:28.938694+00:00
18.7,2025-01-05 19:20:20.896493+00:00
18.94,2025-01-05 19:26:03.611554+00:00
19.25,2025-01-05 19:45:30.657471+00:00
19.27,2025-01-05 20:03:17.035035+00:00
19.34,2025-01-05 20:17:32.215570+00:00
19.27,2025-01-05 20:33:08.287289+00:00
18.96,2025-01-05 21:13:12.421350+00:00
18.87,2025-01-05 21:16:44.383542+00:00
18.73,2025-01-05 21:37:21.880328+00:00
18.62,2025-01-05 21:40:23.215345+00:00
18.27,2025-01-05 22:06:42.960001+00:00
18.28,2025-01-05 22:08:23.830247+00:00
17.76,2025-01-05 22:46:18.017241+00:00
17.54,2025-01-05 23:06:55.647352+00:00
17.48,2025-01-05 23:08:26.917269+00:00
17.14,2025-01-05 23:36:47.372345+00:00
17.07,2025-01-05 23:45:20.769947+00:00
16.92,2025-01-06 00:03:57.804748+00:00
16.9,2025-01-06 00:05:48.749110+00:00
16.83,2025-01-06 00:14:22.599783+00:00
16.67,2025-01-06 00:34:10.079870+00:00
16.52,2025-01-06 00:48:55.736445+00:00
16.47,2025-01-06 01:01:00.457928+00:00
16.24,2025-01-06 01:46:48.115255+00:00
16.19,2025-01-06 01:58:32.688556+00:00
16.12,2025-01-06 02:22:32.534042+00:00
16.06,2025-01-06 02:43:00.713724+00:00
15.99,2025-01-06 02:53:44.984229+00:00
15.96,2025-01-06 02:55:46.008953+00:00
15.95,2025-01-06 03:20:46.052145+00:00
15.88,2025-01-06 03:44:55.335958+00:00
15.81,2025-01-06 03:52:18.348818+00:00
15.85,2025-01-06 03:56:00.739873+00:00
15.78,2025-01-06 04:20:10.083877+00:00
15.73,2025-01-06 04:32:04.775724+00:00
15.69,2025-01-06 04:42:59.147259+00:00
15.71,2025-01-06 04:47:11.000056+00:00
15.77,2025-01-06 04:49:01.970162+00:00
15.68,2025-01-06 04:49:22.349944+00:00
15.66,2025-01-06 05:03:28.366641+00:00
15.62,2025-01-06 05:25:16.829921+00:00
15.54,2025-01-06 05:42:03.374628+00:00
15.48,2025-01-06 05:57:49.997228+00:00
15.54,2025-01-06 05:58:10.392595+00:00
15.5,2025-01-06 06:04:33.068728+00:00
15.53,2025-01-06 06:06:54.273264+00:00
15.48,2025-01-06 06:28:53.142908+00:00
15.53,2025-01-06 06:34:25.478719+00:00
15.55,2025-01-06 06:44:50.099695+00:00
15.51,2025-01-06 07:00:16.118552+00:00
15.5,2025-01-06 07:06:08.601640+00:00
15.48,2025-01-06 07:07:49.504700+00:00
15.58,2025-01-06 07:13:11.822131+00:00
15.61,2025-01-06 07:14:32.598565+00:00
15.72,2025-01-06 07:28:58.273795+00:00
15.75,2025-01-06 07:35:11.315784+00:00
15.77,2025-01-06 07:40:03.415488+00:00
15.73,2025-01-06 07:40:13.742192+00:00
15.77,2025-01-06 08:02:52.528579+00:00
15.72,2025-01-06 08:14:07.019948+00:00
15.75,2025-01-06 08:14:37.487448+00:00
15.73,2025-01-06 08:16:28.462517+00:00
15.75,2025-01-06 08:19:49.983728+00:00
15.77,2025-01-06 08:22:11.122931+00:00
15.72,2025-01-06 08:28:24.167939+00:00
15.66,2025-01-06 09:17:02.996179+00:00
15.64,2025-01-06 09:21:15.081236+00:00
15.6,2025-01-06 09:49:56.888375+00:00
15.57,2025-01-06 09:52:18.342828+00:00
15.58,2025-01-06 09:56:00.006864+00:00
15.57,2025-01-06 09:57:40.914762+00:00
15.54,2025-01-06 10:03:23.328651+00:00
15.5,2025-01-06 10:08:15.437279+00:00
15.55,2025-01-06 10:14:18.272065+00:00
15.51,2025-01-06 10:14:28.614037+00:00
15.55,2025-01-06 10:15:19.172781+00:00
15.53,2025-01-06 10:16:19.836188+00:00
15.54,2025-01-06 10:16:50.276257+00:00
15.57,2025-01-06 10:17:50.947573+00:00
15.53,2025-01-06 10:20:02.090680+00:00
15.55,2025-01-06 10:20:22.518481+00:00
15.54,2025-01-06 10:21:03.027946+00:00
15.53,2025-01-06 10:22:23.809285+00:00
15.48,2025-01-06 10:41:22.261426+00:00
15.47,2025-01-06 10:54:47.886111+00:00
15.5,2025-01-06 10:54:58.212656+00:00
15.46,2025-01-06 10:55:38.737621+00:00
15.51,2025-01-06 11:07:53.598009+00:00
15.44,2025-01-06 11:13:56.173790+00:00
15.47,2025-01-06 11:18:38.226562+00:00
15.5,2025-01-06 11:18:48.565584+00:00
15.53,2025-01-06 11:21:59.997852+00:00
15.58,2025-01-06 11:22:20.380535+00:00
16.1,2025-01-06 11:28:23.374897+00:00
16.06,2025-01-06 11:30:34.442531+00:00
16.03,2025-01-06 11:31:04.907547+00:00
15.99,2025-01-06 11:50:02.557105+00:00
16.1,2025-01-06 11:56:55.400074+00:00
16.12,2025-01-06 12:04:18.444344+00:00
16.05,2025-01-06 12:07:29.907197+00:00
16.09,2025-01-06 12:07:40.216071+00:00
16.1,2025-01-06 12:08:40.890916+00:00
16.07,2025-01-06 12:13:43.029793+00:00
16.03,2025-01-06 12:14:03.418486+00:00
16.09,2025-01-06 12:14:33.881606+00:00
15.98,2025-01-06 12:21:17.088106+00:00
15.88,2025-01-06 12:29:50.604831+00:00
15.77,2025-01-06 12:42:55.728965+00:00
15.79,2025-01-06 12:43:16.135696+00:00
15.75,2025-01-06 12:47:48.148905+00:00
15.78,2025-01-06 12:47:58.477636+00:00
15.75,2025-01-06 12:48:18.889364+00:00
15.69,2025-01-06 12:59:03.209990+00:00
15.61,2025-01-06 13:07:06.448989+00:00
15.58,2025-01-06 13:14:39.821382+00:00
15.48,2025-01-06 13:27:15.305558+00:00
15.47,2025-01-06 13:40:30.854257+00:00
15.44,2025-01-06 13:42:31.873708+00:00
15.46,2025-01-06 13:56:07.308054+00:00
15.41,2025-01-06 14:04:30.766422+00:00
15.4,2025-01-06 14:04:51.154161+00:00
15.43,2025-01-06 14:05:01.498998+00:00
15.41,2025-01-06 14:14:05.223527+00:00
15.4,2025-01-06 14:17:07.068535+00:00
15.36,2025-01-06 14:20:48.748733+00:00
15.37,2025-01-06 14:42:47.279207+00:00
15.41,2025-01-06 14:45:38.661768+00:00
15.38,2025-01-06 14:49:20.324494+00:00
15.32,2025-01-06 14:59:24.712467+00:00
15.26,2025-01-06 15:09:18.743357+00:00
15.32,2025-01-06 15:13:30.614779+00:00
15.26,2025-01-06 15:21:54.465892+00:00
15.19,2025-01-06 15:38:51.157297+00:00
15.09,2025-01-06 16:05:31.586376+00:00
15.07,2025-01-06 16:07:32.622599+00:00
15.02,2025-01-06 16:46:38.511406+00:00
14.96,2025-01-06 17:00:54.246555+00:00
14.92,2025-01-06 17:39:40.072497+00:00
14.79,2025-01-06 17:59:58.104889+00:00
14.75,2025-01-06 18:33:51.840468+00:00
14.71,2025-01-06 18:58:51.746782+00:00
14.6,2025-01-06 19:22:31.578326+00:00
14.52,2025-01-06 19:55:44.648373+00:00
14.56,2025-01-06 20:12:11.679202+00:00
14.5,2025-01-06 20:24:06.554547+00:00
14.44,2025-01-06 20:28:38.574343+00:00
14.48,2025-01-06 20:46:45.822266+00:00
14.39,2025-01-06 21:00:11.723190+00:00
14.32,2025-01-06 21:36:16.038465+00:00
14.29,2025-01-06 21:44:09.356174+00:00
14.32,2025-01-06 22:02:07.348472+00:00
14.25,2025-01-06 22:13:42.146779+00:00
14.26,2025-01-06 22:22:25.876157+00:00
14.22,2025-01-06 22:34:50.998479+00:00
14.17,2025-01-06 22:47:46.733087+00:00
14.16,2025-01-06 23:10:56.028831+00:00
14.12,2025-01-06 23:23:01.069352+00:00
14.11,2025-01-06 23:25:22.253708+00:00
14.06,2025-01-06 23:30:45.061336+00:00
14.08,2025-01-06 23:55:25.012061+00:00
14.06,2025-01-06 23:56:35.771834+00:00
14.09,2025-01-06 23:58:46.918555+00:00
14.05,2025-01-07 00:08:41.082230+00:00
14.06,2025-01-07 00:10:52.209135+00:00
14.02,2025-01-07 00:18:05.273293+00:00
13.99,2025-01-07 00:19:36.603112+00:00
13.85,2025-01-07 01:15:08.568584+00:00
13.75,2025-01-07 02:11:41.813184+00:00
13.71,2025-01-07 02:33:21.050691+00:00
13.56,2025-01-07 03:54:13.932925+00:00
13.6,2025-01-07 03:59:46.374705+00:00
13.56,2025-01-07 04:03:48.246753+00:00
13.53,2025-01-07 04:04:18.721245+00:00
13.5,2025-01-07 04:28:29.331493+00:00
13.45,2025-01-07 04:56:20.936672+00:00
13.43,2025-01-07 05:12:58.821825+00:00
13.35,2025-01-07 05:45:01.758818+00:00
13.36,2025-01-07 05:56:36.927174+00:00
13.26,2025-01-07 06:17:56.112127+00:00
13.23,2025-01-07 06:44:57.500738+00:00
13.19,2025-01-07 06:54:01.383917+00:00
13.22,2025-01-07 07:04:16.154813+00:00
13.19,2025-01-07 07:12:49.852977+00:00
13.16,2025-01-07 07:29:46.925802+00:00
13.08,2025-01-07 07:50:05.306065+00:00
13.09,2025-01-07 08:00:20.153126+00:00
13.03,2025-01-07 08:46:28.879815+00:00
13.08,2025-01-07 09:11:29.659484+00:00
13.03,2025-01-07 09:45:23.513574+00:00
13.05,2025-01-07 09:54:37.906129+00:00
13.23,2025-01-07 10:09:34.150229+00:00
13.3,2025-01-07 10:15:36.866135+00:00
13.54,2025-01-07 10:40:37.022008+00:00
13.84,2025-01-07 10:54:43.367730+00:00
14.34,2025-01-07 11:12:10.535340+00:00
14.89,2025-01-07 11:15:42.191839+00:00
15.4,2025-01-07 11:25:46.393917+00:00
15.96,2025-01-07 11:28:17.636139+00:00
15.99,2025-01-07 11:40:42.580786+00:00
15.75,2025-01-07 12:04:42.256295+00:00
15.55,2025-01-07 12:31:22.591128+00:00
15.25,2025-01-07 12:52:01.130754+00:00
15.13,2025-01-07 13:02:05.251806+00:00
14.82,2025-01-07 13:31:36.875368+00:00
14.75,2025-01-07 14:00:18.650700+00:00
14.67,2025-01-07 14:28:49.913241+00:00
14.61,2025-01-07 14:47:17.810512+00:00
14.5,2025-01-07 15:00:03.126852+00:00
14.39,2025-01-07 15:28:14.358156+00:00
14.37,2025-01-07 15:29:04.961878+00:00
14.33,2025-01-07 15:39:09.630881+00:00
14.25,2025-01-07 16:03:39.506296+00:00
unavailable,2025-01-07 16:04:11.045963+00:00
14.25,2025-01-07 16:04:58.293930+00:00
14.17,2025-01-07 16:16:04.684346+00:00
14.09,2025-01-07 16:27:59.659808+00:00
13.98,2025-01-07 17:21:11.437789+00:00
13.97,2025-01-07 18:12:42.432978+00:00
14.63,2025-01-07 18:33:21.280213+00:00
15.16,2025-01-07 18:41:44.824003+00:00
16.2,2025-01-07 18:59:42.227856+00:00
16.58,2025-01-07 19:09:06.038643+00:00
16.67,2025-01-07 19:11:47.281600+00:00
16.81,2025-01-07 19:16:59.911572+00:00
17.05,2025-01-07 19:38:07.977226+00:00
16.96,2025-01-07 20:05:18.162012+00:00
16.71,2025-01-07 20:21:54.980003+00:00
16.24,2025-01-07 20:50:05.673455+00:00
16.17,2025-01-07 20:56:58.528415+00:00
16.02,2025-01-07 21:08:13.446127+00:00
15.51,2025-01-07 21:44:47.507772+00:00
15.46,2025-01-07 21:54:11.326368+00:00
15.26,2025-01-07 22:14:29.768676+00:00
15.23,2025-01-07 22:22:53.230390+00:00
15.69,2025-01-07 22:44:51.833865+00:00
15.73,2025-01-07 22:45:22.724713+00:00
16.26,2025-01-07 23:06:20.913151+00:00
16.34,2025-01-07 23:37:12.699069+00:00
15.96,2025-01-08 00:27:12.135593+00:00
15.91,2025-01-08 00:35:55.692554+00:00
15.61,2025-01-08 00:56:44.224749+00:00
15.55,2025-01-08 01:06:38.274953+00:00
15.4,2025-01-08 01:25:55.883165+00:00
15.37,2025-01-08 01:26:46.452149+00:00
15.03,2025-01-08 02:24:29.197400+00:00
14.89,2025-01-08 02:33:53.541802+00:00
14.82,2025-01-08 03:03:04.959037+00:00
14.75,2025-01-08 03:11:08.362347+00:00
14.78,2025-01-08 03:16:30.748112+00:00
14.56,2025-01-08 03:58:07.607832+00:00
14.47,2025-01-08 04:11:23.018798+00:00
14.33,2025-01-08 05:02:44.105805+00:00
14.3,2025-01-08 05:10:37.445465+00:00
14.19,2025-01-08 06:04:39.354086+00:00
14.02,2025-01-08 06:57:00.611764+00:00
14.06,2025-01-08 07:01:53.220606+00:00
13.94,2025-01-08 07:47:41.516462+00:00
14.58,2025-01-08 08:24:16.660827+00:00
15.09,2025-01-08 08:37:42.131035+00:00
15.44,2025-01-08 08:45:55.544041+00:00
15.6,2025-01-08 08:48:27.237505+00:00
16.12,2025-01-08 08:59:01.528527+00:00
16.58,2025-01-08 09:08:35.426844+00:00
17.11,2025-01-08 09:18:59.537272+00:00
17.62,2025-01-08 09:32:04.576703+00:00
18.06,2025-01-08 09:41:38.285416+00:00
18.14,2025-01-08 09:42:49.424149+00:00
18.55,2025-01-08 09:53:03.360380+00:00
19.06,2025-01-08 10:03:47.475211+00:00
19.28,2025-01-08 10:10:40.148914+00:00
19.45,2025-01-08 10:19:43.604560+00:00
19.51,2025-01-08 10:33:58.789066+00:00
19.46,2025-01-08 10:37:30.757953+00:00
19.27,2025-01-08 10:57:17.853647+00:00
19.13,2025-01-08 11:06:51.418513+00:00
18.76,2025-01-08 11:24:27.891377+00:00
18.62,2025-01-08 11:30:20.660748+00:00
18.59,2025-01-08 11:34:52.555602+00:00
18.54,2025-01-08 11:37:03.620780+00:00
18.51,2025-01-08 11:39:24.707760+00:00
18.45,2025-01-08 11:44:46.879894+00:00
18.42,2025-01-08 11:46:07.644675+00:00
18.51,2025-01-08 11:50:19.419662+00:00
18.47,2025-01-08 11:50:49.856813+00:00
